city,event_id,pass_id,allocated_cost,value_proxy,selected_segment_count,remaining_total,objective_before_pass
Austin,479,8,0.1013258718,0.006242330549,26,1.11458459,0.1461302656
Austin,479,9,0.1013258718,0.006136574765,22,1.013258718,0.1451568219
Austin,479,10,0.1013258718,0.005989632444,27,0.9119328461,0.1441998699
Austin,479,11,0.1013258718,0.005830578438,30,0.8106069743,0.1432658325
Austin,479,12,0.1013258718,0.005628179108,21,0.7092811025,0.1423565983
Austin,479,13,0.1013258718,0.005513325278,21,0.6079552307,0.1414789268
Austin,479,14,0.1013258718,0.005443250736,24,0.5066293589,0.1406191658
Austin,479,15,0.1013258718,0.005348326992,26,0.4053034871,0.1397703324
Austin,479,16,0.1013258718,0.005206776099,31,0.3039776154,0.1389363017
Austin,479,17,0.1013258718,0.005099449643,27,0.2026517436,0.1381243447
Austin,479,18,0.1013258718,0.004999671187,23,0.1013258718,0.1373291245
Austin,479,19,0.1013258718,0.004935743582,21,8.67361738e-18,0.136549464
Austin,480,0,0.0726455456,0.0111765275,19,1.380265366,0.1171135872
Austin,480,1,0.0726455456,0.008100820372,18,1.307619821,0.115804664
Austin,480,2,0.0726455456,0.007618823436,24,1.234974275,0.1149490271
Austin,480,3,0.0726455456,0.007239440014,18,1.16232873,0.1140567593
Austin,480,4,0.0726455456,0.007057976678,13,1.089683184,0.1132089225
Austin,480,5,0.0726455456,0.006914848303,21,1.017037638,0.1123823376
Austin,480,6,0.0726455456,0.006569625756,18,0.9443920928,0.1115725149
Austin,480,7,0.0726455456,0.006323177459,35,0.8717465472,0.1108031224
Austin,480,8,0.0726455456,0.00606232793,28,0.7991010016,0.1100625925
Austin,480,9,0.0726455456,0.00589863183,24,0.726455456,0.1093526115
Austin,480,10,0.0726455456,0.005780971964,24,0.6538099104,0.1086618015
Austin,480,11,0.0726455456,0.00562894314,29,0.5811643648,0.1079847712
Austin,480,12,0.0726455456,0.005454273711,27,0.5085188192,0.1073255455
Austin,480,13,0.0726455456,0.005288930371,20,0.4358732736,0.1066867759
Austin,480,14,0.0726455456,0.005230921639,16,0.363227728,0.1060673703
Austin,480,15,0.0726455456,0.005170879644,27,0.2905821824,0.1054547583
Austin,480,16,0.0726455456,0.005063732863,24,0.2179366368,0.104849178
Austin,480,17,0.0726455456,0.004939144518,31,0.1452910912,0.1042561461
Austin,480,18,0.0726455456,0.004852735292,23,0.0726455456,0.1036777052
Austin,480,19,0.0726455456,0.004777854438,20,9.194034423e-17,0.103111274
Austin,481,0,0.03121949667,0.01217485469,15,0.5931704367,0.04695458667
Austin,481,1,0.03121949667,0.008594040605,24,0.56195094,0.04638885755
Austin,481,2,0.03121949667,0.008186072177,17,0.5307314433,0.0459853397
Austin,481,3,0.03121949667,0.007838834375,15,0.4995119467,0.04560096607
Austin,481,4,0.03121949667,0.007641312428,14,0.46829245,0.04523289684
Austin,481,5,0.03121949667,0.007493028386,17,0.4370729533,0.04487410217
Austin,481,6,0.03121949667,0.007301027814,15,0.4058534567,0.04452227012
Austin,481,7,0.03121949667,0.00696877303,17,0.37463396,0.04417945338
Austin,481,8,0.03121949667,0.006768977588,26,0.3434144633,0.04385223752
Austin,481,9,0.03121949667,0.006556748595,24,0.3121949667,0.04353440298
Austin,481,10,0.03121949667,0.006365696148,14,0.28097547,0.04322653356
Austin,481,11,0.03121949667,0.006289169093,18,0.2497559733,0.04292763493
Austin,481,12,0.03121949667,0.006168082851,21,0.2185364767,0.04263232959
Austin,481,13,0.03121949667,0.006036832373,22,0.18731698,0.04234270981
Austin,481,14,0.03121949667,0.005886343617,21,0.1560974833,0.04205925284
Austin,481,15,0.03121949667,0.005726347893,15,0.1248779867,0.04178084382
Austin,481,16,0.03121949667,0.005647061466,17,0.09365849,0.04151196552
Austin,481,17,0.03121949667,0.005591912398,17,0.06243899333,0.04124681008
Austin,481,18,0.03121949667,0.005516280554,20,0.03121949667,0.04098424415
Austin,481,19,0.03121949667,0.005419259693,19,4.770489559e-18,0.04072522947
Austin,482,0,0.1058700359,0.01004771923,19,2.011530681,0.1898500668
Austin,482,1,0.1058700359,0.007053757701,28,1.905660645,0.187954141
Austin,482,2,0.1058700359,0.006714262659,18,1.799790609,0.1866149846
Austin,482,3,0.1058700359,0.006414765942,19,1.693920574,0.1853402814
Austin,482,4,0.1058700359,0.006256335744,20,1.588050538,0.1841224377
Austin,482,5,0.1058700359,0.005995799952,16,1.482180502,0.1829346719
Austin,482,6,0.1058700359,0.005726776711,30,1.376310466,0.1817902533
Austin,482,7,0.1058700359,0.005517449619,31,1.27044043,0.1807007563
Austin,482,8,0.1058700359,0.005310326252,24,1.164570394,0.1796532681
Austin,482,9,0.1058700359,0.005192380356,27,1.058700359,0.1786451023
Austin,482,10,0.1058700359,0.00504581555,30,0.9528303227,0.1776593286
Austin,482,11,0.1058700359,0.004875577367,25,0.8469602868,0.1767013802
Austin,482,12,0.1058700359,0.004737992758,21,0.741090251,0.1757757515
Austin,482,13,0.1058700359,0.004684450659,22,0.6352202151,0.1748762432
Austin,482,14,0.1058700359,0.004611028548,26,0.5293501793,0.1739869
Austin,482,15,0.1058700359,0.004491330365,31,0.4234801434,0.1731114959
Austin,482,16,0.1058700359,0.004393401529,25,0.3176101076,0.1722588165
Austin,482,17,0.1058700359,0.004286945064,26,0.2117400717,0.1714333436
Austin,482,18,0.1058700359,0.00422317492,24,0.1058700359,0.1706199729
Austin,482,19,0.1058700359,0.004147828118,25,2.404326738e-15,0.1698182028
Austin,483,0,0.05145277718,0.009948353452,19,0.9776027663,0.09318860247
Austin,483,1,0.05145277718,0.006911644773,31,0.9261499892,0.09228458044
Austin,483,2,0.05145277718,0.006628929012,15,0.874697212,0.09164049392
Austin,483,3,0.05145277718,0.006352527217,18,0.8232444348,0.09102275329
Austin,483,4,0.05145277718,0.006204100401,21,0.7717916576,0.09043077016
Austin,483,5,0.05145277718,0.005931423817,18,0.7203388805,0.08985261871
Austin,483,6,0.05145277718,0.005642011379,29,0.6688861033,0.08929987761
Austin,483,7,0.05145277718,0.005457405467,30,0.6174333261,0.08877275754
Austin,483,8,0.05145277718,0.005259798063,25,0.5659805489,0.08826418955
Austin,483,9,0.05145277718,0.005141240959,26,0.5145277718,0.08777403632
Austin,483,10,0.05145277718,0.004986422851,30,0.4630749946,0.08729493126
Austin,483,11,0.05145277718,0.004802728356,25,0.4116222174,0.08683025348
Austin,483,12,0.05145277718,0.004685792628,22,0.3601694402,0.08638269394
Austin,483,13,0.05145277718,0.004614975694,26,0.3087166631,0.08594603147
Austin,483,14,0.05145277718,0.004513316307,25,0.2572638859,0.08551596834
Austin,483,15,0.05145277718,0.004397491758,29,0.2058111087,0.08509177773
Austin,483,16,0.05145277718,0.004291582966,28,0.1543583315,0.08468222187
Austin,483,17,0.05145277718,0.004211341348,23,0.1029055544,0.08428239373
Austin,483,18,0.05145277718,0.004151038055,22,0.05145277718,0.08388994472
Austin,483,19,0.05145277718,0.00408013894,25,0,0.08350311528
Austin,484,0,0.07148098493,0.01187609815,19,1.358138714,0.1084480967
Austin,484,1,0.07148098493,0.008234040154,32,1.286657729,0.1071618955
Austin,484,2,0.07148098493,0.007785720879,18,1.215176744,0.1062689295
Austin,484,3,0.07148098493,0.007538518085,17,1.143695759,0.1054284571
Austin,484,4,0.07148098493,0.007398536927,17,1.072214774,0.1046109192
Austin,484,5,0.07148098493,0.007048772957,17,1.000733789,0.1038087324
Austin,484,6,0.07148098493,0.006806538336,25,0.9292528041,0.1030482005
Austin,484,7,0.07148098493,0.006627064482,29,0.8577718192,0.1023100444
Austin,484,8,0.07148098493,0.00634679426,27,0.7862908343,0.1015913518
Austin,484,9,0.07148098493,0.006227335963,22,0.7148098493,0.100906859
Austin,484,10,0.07148098493,0.00608328103,26,0.6433288644,0.1002315163
Austin,484,11,0.07148098493,0.005958448862,24,0.5718478795,0.09957927052
Austin,484,12,0.07148098493,0.005757554326,25,0.5003668945,0.09893308808
Austin,484,13,0.07148098493,0.005608184756,21,0.4288859096,0.09831235342
Austin,484,14,0.07148098493,0.005540719587,22,0.3574049247,0.09770415646
Austin,484,15,0.07148098493,0.005450531007,27,0.2859239397,0.09710327597
Austin,484,16,0.07148098493,0.005292160407,30,0.2144429548,0.09651572477
Austin,484,17,0.07148098493,0.005174208986,26,0.1429619699,0.09594180005
Austin,484,18,0.07148098493,0.005063815071,28,0.07148098493,0.09538066693
Austin,484,19,0.07148098493,0.004998058152,17,1.301042607e-17,0.09483150582
Austin,485,0,0.1063863006,0.0181819535,19,2.021339712,0.1053035213
Austin,485,1,0.1063863006,0.01259337578,32,1.914953411,0.1037827161
Austin,485,2,0.1063863006,0.01174406632,17,1.80856711,0.1024668581
Austin,485,3,0.1063863006,0.01134594801,20,1.70218081,0.1012639105
Austin,485,4,0.1063863006,0.01050373759,31,1.595794509,0.1001117557
Austin,485,5,0.1063863006,0.00992655026,33,1.489408209,0.09905927496
Austin,485,6,0.1063863006,0.009551441954,24,1.383021908,0.09802978595
Austin,485,7,0.1063863006,0.009154889226,34,1.276635607,0.09702812735
Austin,485,8,0.1063863006,0.008682146984,24,1.170249307,0.09607120326
Austin,485,9,0.1063863006,0.008452062931,26,1.063863006,0.09516274982
Austin,485,10,0.1063863006,0.008200157986,29,0.9574767055,0.09427721585
Austin,485,11,0.1063863006,0.007817785543,36,0.8510904049,0.093428554
Austin,485,12,0.1063863006,0.00757969805,22,0.7447041043,0.09261502778
Austin,485,13,0.1063863006,0.007383922749,36,0.6383178037,0.09182279815
Austin,485,14,0.1063863006,0.007207084662,26,0.531931503,0.09105198939
Austin,485,15,0.1063863006,0.007066305497,32,0.4255452024,0.09029518173
Austin,485,16,0.1063863006,0.006933097579,29,0.3191589018,0.08955439889
Austin,485,17,0.1063863006,0.006819447737,32,0.2127726012,0.08882645443
Austin,485,18,0.1063863006,0.006677154512,33,0.1063863006,0.08811593881
Austin,485,19,0.1063863006,0.006535397223,36,0,0.0874187763
Austin,486,0,0.1441635112,0.01429272367,19,2.739106712,0.1806597614
Austin,486,1,0.1441635112,0.009955444053,32,2.594943201,0.1786265322
Austin,486,2,0.1441635112,0.009155932167,19,2.45077969,0.1770946142
Austin,486,3,0.1441635112,0.008697731673,21,2.306616179,0.1755561863
Austin,486,4,0.1441635112,0.008261865128,23,2.162452667,0.1741031249
Austin,486,5,0.1441635112,0.007966848196,34,2.018289156,0.1726495962
Austin,486,6,0.1441635112,0.00756545241,27,1.874125645,0.1712448955
Austin,486,7,0.1441635112,0.007322286552,27,1.729962134,0.1699124169
Austin,486,8,0.1441635112,0.007079690925,28,1.585798623,0.1686219028
Austin,486,9,0.1441635112,0.006758120856,27,1.441635112,0.1673636855
Austin,486,10,0.1441635112,0.006583325622,23,1.2974716,0.1661729447
Austin,486,11,0.1441635112,0.006395001597,30,1.153308089,0.165001022
Austin,486,12,0.1441635112,0.006216099522,30,1.009144578,0.1638767327
Austin,486,13,0.1441635112,0.006044238832,21,0.864981067,0.1627764682
Austin,486,14,0.1441635112,0.005861459095,33,0.7208175558,0.1616968821
Austin,486,15,0.1441635112,0.00575765477,22,0.5766540447,0.1606810707
Austin,486,16,0.1441635112,0.005634745539,32,0.4324905335,0.1596409819
Austin,486,17,0.1441635112,0.005530278937,33,0.2883270223,0.1586588354
Austin,486,18,0.1441635112,0.005417025101,30,0.1441635112,0.1576802056
Austin,486,19,0.1441635112,0.0053296837,30,0,0.1567175659
Austin,487,0,0.1239681507,0.009909415643,19,2.355394863,0.2254069291
Austin,487,1,0.1239681507,0.007170832756,18,2.231426712,0.2231732781
Austin,487,2,0.1239681507,0.006762378673,24,2.107458561,0.2215795185
Austin,487,3,0.1239681507,0.006410995861,18,1.983490411,0.2200552315
Austin,487,4,0.1239681507,0.006239532897,19,1.85952226,0.2186101486
Austin,487,5,0.1239681507,0.006028974478,20,1.735554109,0.2172037146
Austin,487,6,0.1239681507,0.005711506672,28,1.611585959,0.2158417348
Austin,487,7,0.1239681507,0.005522109631,30,1.487617808,0.2145543216
Austin,487,8,0.1239681507,0.005292415819,27,1.363649657,0.2133095998
Austin,487,9,0.1239681507,0.005194128012,22,1.239681507,0.2121166526
Austin,487,10,0.1239681507,0.005096083993,22,1.115713356,0.2109458602
Austin,487,11,0.1239681507,0.004950067294,30,0.9917452053,0.2097971675
Austin,487,12,0.1239681507,0.00477737078,23,0.8677770547,0.2086813881
Austin,487,13,0.1239681507,0.004671193822,21,0.743808904,0.2076045356
Austin,487,14,0.1239681507,0.004605117965,24,0.6198407533,0.2065516161
Austin,487,15,0.1239681507,0.0045145357,26,0.4958726027,0.2055135906
Austin,487,16,0.1239681507,0.004396843804,31,0.371904452,0.204495983
Austin,487,17,0.1239681507,0.004311103025,24,0.2479363013,0.2035050929
Austin,487,18,0.1239681507,0.004224357195,27,0.1239681507,0.2025333404
Austin,487,19,0.1239681507,0.004171247131,21,6.938893904e-18,0.201581141
Austin,488,0,0.04763736917,0.01066914773,19,0.9051100143,0.08044947701
Austin,488,1,0.04763736917,0.007412599028,31,0.8574726451,0.07962564773
Austin,488,2,0.04763736917,0.007055047818,15,0.8098352759,0.07902930802
Austin,488,3,0.04763736917,0.006825409584,18,0.7621979068,0.07846369453
Austin,488,4,0.04763736917,0.006650829786,21,0.7145605376,0.0779145939
Austin,488,5,0.04763736917,0.006353721775,17,0.6669231684,0.07737953812
Austin,488,6,0.04763736917,0.006019350184,38,0.6192857992,0.07686838453
Austin,488,7,0.04763736917,0.00576143246,26,0.5716484301,0.07638281714
Austin,488,8,0.04763736917,0.005613901542,24,0.5240110609,0.07591950902
Austin,488,9,0.04763736917,0.005480575164,29,0.4763736917,0.07546787358
Austin,488,10,0.04763736917,0.005307383355,30,0.4287363225,0.07502696417
Austin,488,11,0.04763736917,0.005108586695,21,0.3810989534,0.07459998796
Austin,488,12,0.04763736917,0.004998665327,25,0.3334615842,0.07418918852
Austin,488,13,0.04763736917,0.004904249251,28,0.285824215,0.07378711414
Austin,488,14,0.04763736917,0.004772451809,30,0.2381868459,0.07339256985
Austin,488,15,0.04763736917,0.004650163956,27,0.1905494767,0.0730086286
Austin,488,16,0.04763736917,0.004539664742,25,0.1429121075,0.0726347472
Austin,488,17,0.04763736917,0.004467148487,22,0.09527473834,0.07226953355
Austin,488,18,0.04763736917,0.004386447872,20,0.04763736917,0.07191021561
Austin,488,19,0.04763736917,0.004332645167,30,1.255397696e-15,0.0715572063
Austin,489,0,0.02220496831,0.01126262617,9,0.4218943978,0.03867617163
Austin,489,1,0.02220496831,0.008015900868,20,0.3996894295,0.03824057636
Austin,489,2,0.02220496831,0.007166853069,18,0.3774844612,0.03793055201
Austin,489,3,0.02220496831,0.006982404164,12,0.3552794929,0.03765336557
Austin,489,4,0.02220496831,0.006700720145,10,0.3330745246,0.0373833129
Austin,489,5,0.02220496831,0.006593053429,10,0.3108695563,0.0371241547
Austin,489,6,0.02220496831,0.006525821373,10,0.288664588,0.03686778538
Austin,489,7,0.02220496831,0.006433819772,13,0.2664596197,0.03661539159
Austin,489,8,0.02220496831,0.006231596866,11,0.2442546514,0.03636655607
Austin,489,9,0.02220496831,0.006003364852,11,0.2220496831,0.03613193061
Austin,489,10,0.02220496831,0.005897576877,20,0.1998447147,0.03589974344
Austin,489,11,0.02220496831,0.005797445777,14,0.1776397464,0.03567082949
Austin,489,12,0.02220496831,0.005694874052,16,0.1554347781,0.03544660648
Austin,489,13,0.02220496831,0.00553593999,14,0.1332298098,0.03522635055
Austin,489,14,0.02220496831,0.005474156653,14,0.1110248415,0.03501224159
Austin,489,15,0.02220496831,0.005425603767,12,0.08881987322,0.03480052217
Austin,489,16,0.02220496831,0.00535276152,16,0.06661490492,0.03458801814
Austin,489,17,0.02220496831,0.005245320839,18,0.04440993661,0.03438099382
Austin,489,18,0.02220496831,0.005177303891,13,0.02220496831,0.03417812489
Austin,489,19,0.02220496831,0.005086072656,16,3.760013134e-16,0.03397788659
Austin,490,0,0.06024345179,0.01574522961,19,1.144625584,0.06749221661
Austin,490,1,0.06024345179,0.01107093026,30,1.084382132,0.06647799027
Austin,490,2,0.06024345179,0.01049662497,18,1.02413868,0.06573078865
Austin,490,3,0.06024345179,0.01006118171,20,0.9638952287,0.06502234816
Austin,490,4,0.06024345179,0.009665342866,18,0.9036517769,0.06434329671
Austin,490,5,0.06024345179,0.009231135879,23,0.8434083251,0.06369114065
Austin,490,6,0.06024345179,0.008977675375,30,0.7831648733,0.06306811082
Austin,490,7,0.06024345179,0.008605337123,27,0.7229214215,0.06246283453
Austin,490,8,0.06024345179,0.008381170652,22,0.6626779697,0.06188204126
Austin,490,9,0.06024345179,0.008151563452,30,0.6024345179,0.06131528764
Austin,490,10,0.06024345179,0.007905625216,28,0.5421910661,0.06076519564
Austin,490,11,0.06024345179,0.007619520613,17,0.4819476143,0.06023168523
Austin,490,12,0.06024345179,0.007499552782,22,0.4217041625,0.05971744802
Austin,490,13,0.06024345179,0.007370681407,28,0.3614607107,0.05921128658
Austin,490,14,0.06024345179,0.007184982804,28,0.301217259,0.05871382295
Austin,490,15,0.06024345179,0.007025246928,28,0.2409738072,0.05822900266
Austin,490,16,0.06024345179,0.006835734522,26,0.1807303554,0.05775456336
Austin,490,17,0.06024345179,0.006701168649,24,0.1204869036,0.05729353336
Austin,490,18,0.06024345179,0.006570665074,25,0.06024345179,0.05684157087
Austin,490,19,0.06024345179,0.006482419418,29,1.387778781e-17,0.05639810212
Austin,491,0,0.01392813099,0.01251888373,6,0.2646344888,0.02247193429
Austin,491,1,0.01392813099,0.009360114746,9,0.2507063578,0.0221907489
Austin,491,2,0.01392813099,0.008150623729,16,0.2367782269,0.02198336168
Austin,491,3,0.01392813099,0.007735449938,12,0.2228500959,0.0218067035
Austin,491,4,0.01392813099,0.00759700991,6,0.2089219649,0.02163706803
Austin,491,5,0.01392813099,0.007349848077,8,0.1949938339,0.02146635664
Austin,491,6,0.01392813099,0.007164572081,8,0.1810657029,0.02130724036
Austin,491,7,0.01392813099,0.007088196152,6,0.1671375719,0.02114623857
Austin,491,8,0.01392813099,0.007000483607,7,0.1532094409,0.02098701052
Austin,491,9,0.01392813099,0.006909440997,10,0.1392813099,0.02082969612
Austin,491,10,0.01392813099,0.006575458746,8,0.1253531789,0.02067525901
Austin,491,11,0.01392813099,0.006391749839,12,0.1114250479,0.02052567203
Austin,491,12,0.01392813099,0.006309886989,15,0.09749691694,0.02038203705
Austin,491,13,0.01392813099,0.006199170599,9,0.08356878595,0.02024473083
Austin,491,14,0.01392813099,0.006077621041,12,0.06964065496,0.02010620241
Austin,491,15,0.01392813099,0.005951591601,11,0.05571252396,0.01997041652
Austin,491,16,0.01392813099,0.005905639573,9,0.04178439297,0.01983668116
Austin,491,17,0.01392813099,0.005872891573,8,0.02785626198,0.01970397001
Austin,491,18,0.01392813099,0.00580870614,9,0.01392813099,0.01957333536
Austin,491,19,0.01392813099,0.005746277767,9,6.581107187e-17,0.0194428025
Austin,492,0,0.07585080507,0.01052000763,19,1.441165296,0.1299120167
Austin,492,1,0.07585080507,0.00763138675,12,1.365314491,0.1285453413
Austin,492,2,0.07585080507,0.007212345952,27,1.289463686,0.1276001354
Austin,492,3,0.07585080507,0.006926236138,14,1.213612881,0.126663165
Austin,492,4,0.07585080507,0.006697592884,18,1.137762076,0.1257633637
Austin,492,5,0.07585080507,0.006543988996,20,1.061911271,0.1248932659
Austin,492,6,0.07585080507,0.006269593358,14,0.9860604659,0.1240431231
Austin,492,7,0.07585080507,0.0060342202,30,0.9102096608,0.1232283288
Austin,492,8,0.07585080507,0.005830070785,31,0.8343588558,0.1224444111
Austin,492,9,0.07585080507,0.005596460735,24,0.7585080507,0.1216870148
Austin,492,10,0.07585080507,0.005499948859,23,0.6826572456,0.1209599673
Austin,492,11,0.07585080507,0.005354261133,32,0.6068064405,0.1202454579
Austin,492,12,0.07585080507,0.005200153446,25,0.5309556355,0.119549875
Austin,492,13,0.07585080507,0.005029475769,21,0.4551048304,0.1188743126
Austin,492,14,0.07585080507,0.004943966183,22,0.3792540253,0.1182209233
Austin,492,15,0.07585080507,0.004878122384,26,0.3034032203,0.1175786426
Austin,492,16,0.07585080507,0.004785629013,23,0.2275524152,0.1169449159
Austin,492,17,0.07585080507,0.004660269615,33,0.1517016101,0.1163232052
Austin,492,18,0.07585080507,0.004580805689,20,0.07585080507,0.1157177802
Austin,492,19,0.07585080507,0.004509125522,21,2.047841063e-15,0.1151226785
Chicago,145,0,0.2461535902,0.01081726253,61,4.676918215,0.1258245198
Chicago,145,1,0.2461535902,0.008694440473,39,4.430764624,0.1244634429
Chicago,145,2,0.2461535902,0.007943795973,59,4.184611034,0.1233744028
Chicago,145,3,0.2461535902,0.007357683916,50,3.938457444,0.1223774271
Chicago,145,4,0.2461535902,0.006804936977,67,3.692303854,0.1214611164
Chicago,145,5,0.2461535902,0.006323407254,54,3.446150263,0.1206069462
Chicago,145,6,0.2461535902,0.006071815959,73,3.199996673,0.1198144619
Chicago,145,7,0.2461535902,0.005817692484,74,2.953843083,0.119052544
Chicago,145,8,0.2461535902,0.00558581843,75,2.707689493,0.1183205356
Chicago,145,9,0.2461535902,0.00538666849,70,2.461535902,0.1176181731
Chicago,145,10,0.2461535902,0.005209287492,88,2.215382312,0.1169405001
Chicago,145,11,0.2461535902,0.005069827412,82,1.969228722,0.116285044
Chicago,145,12,0.2461535902,0.004918567147,93,1.723075132,0.1156471354
Chicago,145,13,0.2461535902,0.004783260866,91,1.476921541,0.1150283943
Chicago,145,14,0.2461535902,0.004646664954,91,1.230767951,0.1144267676
Chicago,145,15,0.2461535902,0.004535173222,92,0.984614361,0.1138466709
Chicago,145,16,0.2461535902,0.004426606053,83,0.7384607707,0.1132814756
Chicago,145,17,0.2461535902,0.004317862184,108,0.4923071805,0.1127321211
Chicago,145,18,0.2461535902,0.004220948312,103,0.2461535902,0.1121891373
Chicago,145,19,0.2461535902,0.0041492397,96,0,0.1116580851
Chicago,146,0,0.08020000318,0.01145394822,36,1.52380006,0.04097771244
Chicago,146,1,0.08020000318,0.009735825859,29,1.443600057,0.04050835584
Chicago,146,2,0.08020000318,0.008577344993,31,1.363400054,0.04011813356
Chicago,146,3,0.08020000318,0.00799684096,28,1.283200051,0.03976665359
Chicago,146,4,0.08020000318,0.007505402766,40,1.203000048,0.03943941123
Chicago,146,5,0.08020000318,0.007124247953,31,1.122800044,0.03913521917
Chicago,146,6,0.08020000318,0.006784068102,36,1.042600041,0.03884615515
Chicago,146,7,0.08020000318,0.006394495855,34,0.9624000381,0.03857116377
Chicago,146,8,0.08020000318,0.006171796876,34,0.8822000349,0.03831792736
Chicago,146,9,0.08020000318,0.005997405415,54,0.8020000318,0.03806502124
Chicago,146,10,0.08020000318,0.005813956034,43,0.7218000286,0.03781928517
Chicago,146,11,0.08020000318,0.005685064832,38,0.6416000254,0.03758413824
Chicago,146,12,0.08020000318,0.005520046146,39,0.5614000222,0.03735117729
Chicago,146,13,0.08020000318,0.005387536442,43,0.4812000191,0.03712499514
Chicago,146,14,0.08020000318,0.005244636388,47,0.4010000159,0.03690720885
Chicago,146,15,0.08020000318,0.0051472677,48,0.3208000127,0.03669237934
Chicago,146,16,0.08020000318,0.005042235656,40,0.2406000095,0.03648145608
Chicago,146,17,0.08020000318,0.004957859677,53,0.1604000064,0.03627828499
Chicago,146,18,0.08020000318,0.004875406469,48,0.08020000318,0.03607517495
Chicago,146,19,0.08020000318,0.004776024371,48,1.493596913e-15,0.03587539195
Chicago,147,0,0.07603345713,0.01146200307,35,1.444635685,0.03897364079
Chicago,147,1,0.07603345713,0.009858165275,27,1.368602228,0.0385269248
Chicago,147,2,0.07603345713,0.008570310878,29,1.292568771,0.0381578751
Chicago,147,3,0.07603345713,0.007996421017,30,1.216535314,0.03782385889
Chicago,147,4,0.07603345713,0.007530579312,34,1.140501857,0.03751656746
Chicago,147,5,0.07603345713,0.00709745508,37,1.0644684,0.03722476502
Chicago,147,6,0.07603345713,0.006728246101,29,0.9884349427,0.03694915235
Chicago,147,7,0.07603345713,0.006367513002,31,0.9124014856,0.03668808494
Chicago,147,8,0.07603345713,0.006122331081,32,0.8363680284,0.03644335461
Chicago,147,9,0.07603345713,0.005966817905,52,0.7603345713,0.03620699195
Chicago,147,10,0.07603345713,0.005783721714,44,0.6843011142,0.03597444333
Chicago,147,11,0.07603345713,0.005644536103,37,0.6082676571,0.03575603387
Chicago,147,12,0.07603345713,0.005500825031,37,0.5322341999,0.03553925971
Chicago,147,13,0.07603345713,0.005389029512,34,0.4562007428,0.03532724457
Chicago,147,14,0.07603345713,0.005278205179,40,0.3801672857,0.03511812018
Chicago,147,15,0.07603345713,0.005170259943,50,0.3041338285,0.03491641845
Chicago,147,16,0.07603345713,0.005072173943,38,0.2281003714,0.03471960135
Chicago,147,17,0.07603345713,0.004971942681,48,0.1520669143,0.0345241071
Chicago,147,18,0.07603345713,0.004886704249,49,0.07603345713,0.03433275525
Chicago,147,19,0.07603345713,0.004797649399,44,9.134403303e-16,0.03414681091
Chicago,149,0,0.03252734303,0.01224124913,18,0.6180195176,0.01615556916
Chicago,149,1,0.03252734303,0.01147312814,13,0.5854921746,0.01595908305
Chicago,149,2,0.03252734303,0.01063110073,13,0.5529648316,0.01579084171
Chicago,149,3,0.03252734303,0.009431461537,13,0.5204374885,0.01563528718
Chicago,149,4,0.03252734303,0.008842527604,13,0.4879101455,0.01549525803
Chicago,149,5,0.03252734303,0.008464039068,13,0.4553828025,0.01536547413
Chicago,149,6,0.03252734303,0.00814817667,13,0.4228554594,0.015240045
