city,intervention,rank,unit,total_cost,primitive_cost_share,origin_exposure_rank_pct,initial_deficit_rank_pct,destination_importance_rank_pct,out_degree_rank_pct,in_degree_rank_pct
Chicago,C,4,463,0.939729348278577,0.05759626203459071,0.8866213151927438,0.9965986394557823,0.9965986394557823,0.9240362811791383,0.9739229024943311
Chicago,C,5,700,0.886116514479656,0.05431031717232146,0.8843537414965986,0.9954648526077098,0.9954648526077098,0.9807256235827665,0.9886621315192744
Chicago,C,6,173,0.8461321845986212,0.05185966694486586,0.8968253968253969,0.9943310657596371,0.9943310657596371,0.9841269841269841,0.9931972789115646
Chicago,C,7,209,0.49967307941795297,0.030625096115712482,0.14852607709750568,0.9931972789115646,0.9931972789115646,0.5249433106575964,0.971655328798186
Chicago,C,8,257,0.49753059532865496,0.030493782695270526,0.971655328798186,0.9920634920634921,0.9920634920634921,0.8741496598639455,0.8707482993197279
Chicago,R,1,849,1.965442375809981,0.054515940499725205,1.0,1.0,1.0,1.0,0.9982993197278912
Chicago,R,2,411,1.9346920066829016,0.0536630102310443,0.9988662131519275,0.9988662131519275,0.9977324263038548,0.9943310657596371,0.9982993197278912
Chicago,R,3,719,1.9344722188015269,0.053656913922543445,0.9897959183673469,0.9977324263038548,0.9988662131519275,0.9977324263038548,0.9982993197278912
Chicago,R,4,463,1.862237532023387,0.05165332331369108,0.8866213151927438,0.9965986394557823,0.9965986394557823,0.9240362811791383,0.9739229024943311
Chicago,R,5,700,1.8162280914751223,0.05037714856838919,0.8843537414965986,0.9954648526077098,0.9954648526077098,0.9807256235827665,0.9886621315192744
Chicago,R,6,173,1.7959074213190274,0.04981350932931576,0.8968253968253969,0.9943310657596371,0.9943310657596371,0.9841269841269841,0.9931972789115646
Chicago,R,7,209,1.5431080393789733,0.04280155302175333,0.14852607709750568,0.9931972789115646,0.9931972789115646,0.5249433106575964,0.971655328798186
Chicago,R,8,257,1.5364915443973182,0.04261802973398052,0.971655328798186,0.9920634920634921,0.9920634920634921,0.8741496598639455,0.8707482993197279
Chicago,S,1,849,0.40122632505734396,0.20109370973752552,1.0,1.0,1.0,1.0,0.9982993197278912
Chicago,S,2,411,0.19896042341040698,0.09971850583041705,0.9988662131519275,0.9988662131519275,0.9977324263038548,0.9943310657596371,0.9982993197278912
Chicago,S,3,551,0.166289655041503,0.08334399199377054,0.9965986394557823,0.9807256235827665,0.9807256235827665,0.9988662131519275,0.9982993197278912
Chicago,S,4,50,0.15215800096287302,0.07626123952733409,0.9977324263038548,0.9489795918367347,0.9489795918367347,0.9926303854875284,0.9546485260770975
Chicago,S,5,773,0.1396277350930464,0.06998109914172802,0.9943310657596371,0.9886621315192744,0.9886621315192744,0.9909297052154195,0.9875283446712018
Chicago,S,6,719,0.13926398695847328,0.06979878941471557,0.9897959183673469,0.9977324263038548,0.9988662131519275,0.9977324263038548,0.9982993197278912
Chicago,S,7,31,0.1376004959760936,0.0689650515668467,0.9931972789115646,0.9863945578231292,0.9863945578231292,0.9829931972789115,0.9206349206349206
Chicago,S,8,823,0.1373145538408776,0.06882173802745557,0.9909297052154195,0.9852607709750567,0.9852607709750567,0.9648526077097506,0.9450113378684807
Dallas,C,1,316,0.14982109254887,0.06972969804336664,1.0,1.0,1.0,0.9972677595628415,0.9918032786885246
Dallas,C,2,125,0.148619564338595,0.06917048306323469,0.9918032786885246,0.9972677595628415,0.9972677595628415,0.9836065573770492,0.9603825136612022
Dallas,C,3,49,0.1478118823183,0.06879457188522846,0.9863387978142076,0.994535519125683,0.994535519125683,0.9904371584699454,0.9849726775956285
Dallas,C,4,26,0.14609581075221,0.06799587825612392,0.8415300546448088,0.9918032786885246,0.9918032786885246,0.9726775956284153,0.8989071038251366
Dallas,C,5,174,0.1306698996226581,0.060816354286515974,0.5765027322404371,0.9890710382513661,0.9890710382513661,0.976775956284153,0.9972677595628415
Dallas,C,6,139,0.1269326573985024,0.059076967879890405,0.9480874316939891,0.9863387978142076,0.9863387978142076,0.657103825136612,0.7745901639344263
Dallas,C,7,24,0.1259290939866543,0.0586098896301926,0.4016393442622951,0.9836065573770492,0.9836065573770492,0.644808743169399,0.9193989071038251
Dallas,C,8,131,0.1250674661682252,0.05820887101136743,0.9781420765027322,0.9808743169398907,0.9808743169398907,0.8278688524590164,0.7896174863387978
Dallas,R,1,316,0.3598643889654228,0.09231059703175488,1.0,1.0,1.0,0.9972677595628415,0.9918032786885246
Dallas,R,2,125,0.3569783653230977,0.0915702888111035,0.9918032786885246,0.9972677595628415,0.9972677595628415,0.9836065573770492,0.9603825136612022
Dallas,R,3,49,0.35503834478415264,0.09107264453260533,0.9863387978142076,0.994535519125683,0.994535519125683,0.9904371584699454,0.9849726775956285
Dallas,R,4,26,0.3007854927251395,0.0771559767049249,0.8415300546448088,0.9918032786885246,0.9918032786885246,0.9726775956284153,0.8989071038251366
Dallas,R,5,174,0.2989180710322255,0.07667695511604658,0.5765027322404371,0.9890710382513661,0.9890710382513661,0.976775956284153,0.9972677595628415
Dallas,R,6,139,0.193579216076148,0.04965596362646839,0.9480874316939891,0.9863387978142076,0.9863387978142076,0.657103825136612,0.7745901639344263
Dallas,R,7,24,0.1920487272127628,0.04926337034671734,0.4016393442622951,0.9836065573770492,0.9836065573770492,0.644808743169399,0.9193989071038251
Dallas,R,8,131,0.1907346978600392,0.048926302168296326,0.9781420765027322,0.9808743169398907,0.9808743169398907,0.8278688524590164,0.7896174863387978
Dallas,S,1,316,0.053465566360577005,0.12748226770259452,1.0,1.0,1.0,0.9972677595628415,0.9918032786885246
Dallas,S,2,125,0.047733107134630505,0.11381390222213143,0.9918032786885246,0.9972677595628415,0.9972677595628415,0.9836065573770492,0.9603825136612022
Dallas,S,3,179,0.043650935465021995,0.10408045063792264,0.9972677595628415,0.9016393442622951,0.9016393442622951,0.23770491803278687,0.7336065573770492
Dallas,S,4,49,0.036923987857551896,0.08804084619544243,0.9863387978142076,0.994535519125683,0.994535519125683,0.9904371584699454,0.9849726775956285
Dallas,S,5,230,0.035943840329121,0.08570380128760811,0.994535519125683,0.366120218579235,0.366120218579235,0.9521857923497268,0.10792349726775956
Dallas,S,6,206,0.0342155873786888,0.0815829882058028,0.9836065573770492,0.8852459016393442,0.8852459016393442,0.5273224043715847,0.5942622950819673
Dallas,S,7,188,0.0338843014609784,0.0807930764378654,0.9890710382513661,0.8688524590163934,0.8688524590163934,0.8989071038251366,0.3948087431693989
Dallas,S,8,11,0.0334195403846818,0.07968490906998213,0.9808743169398907,0.9781420765027322,0.9781420765027322,0.9631147540983607,0.8469945355191257
Houston,C,1,349,0.24623857560287268,0.0871802453953374,0.9211195928753181,1.0,1.0,0.5903307888040712,0.916030534351145
Houston,C,2,287,0.2308947464109119,0.0817477952157333,0.9516539440203562,0.9974554707379135,0.9974554707379135,0.8015267175572519,0.9872773536895675
Houston,C,3,162,0.2240909550679459,0.07933892732228401,0.989821882951654,0.9949109414758269,0.9949109414758269,0.7506361323155216,0.9770992366412213
Houston,C,4,224,0.22355369879602088,0.07914871287878371,0.9796437659033079,0.9923664122137404,0.9923664122137404,0.9211195928753181,0.9223918575063613
Houston,C,5,58,0.138123189606286,0.048902222306886386,0.9592875318066157,0.989821882951654,0.989821882951654,0.9376590330788804,0.9872773536895675
Houston,C,6,262,0.135824541306777,0.04808839075211016,1.0,0.9872773536895675,0.9872773536895675,1.0,1.0
Houston,C,7,238,0.133059093234449,0.047109289727896776,0.8931297709923665,0.9847328244274809,0.9847328244274809,0.8015267175572519,0.9402035623409669
Houston,C,8,174,0.132985377770486,0.047083190924238606,0.9872773536895675,0.9821882951653944,0.9821882951653944,0.9631043256997456,0.9669211195928753
Houston,R,1,349,0.43040431249288347,0.11701786758486338,0.9211195928753181,1.0,1.0,0.5903307888040712,0.916030534351145
Houston,R,2,287,0.4064670703388052,0.1105098355985922,0.9516539440203562,0.9974554707379135,0.9974554707379135,0.8015267175572519,0.9872773536895675
Houston,R,3,162,0.3552205008507988,0.09657697268698932,0.989821882951654,0.9949109414758269,0.9949109414758269,0.7506361323155216,0.9770992366412213
Houston,R,4,224,0.3534549716775253,0.09609696248955724,0.9796437659033079,0.9923664122137404,0.9923664122137404,0.9211195928753181,0.9223918575063613
Houston,R,5,58,0.3132540271305463,0.08516717236143762,0.9592875318066157,0.989821882951654,0.989821882951654,0.9376590330788804,0.9872773536895675
Houston,R,6,262,0.279638761513953,0.07602788962988376,1.0,0.9872773536895675,0.9872773536895675,1.0,1.0
Houston,R,7,238,0.1826301279688516,0.0496532853211574,0.8931297709923665,0.9847328244274809,0.9847328244274809,0.8015267175572519,0.9402035623409669
Houston,R,8,174,0.1825289498810604,0.04962577713005432,0.9872773536895675,0.9821882951653944,0.9821882951653944,0.9631043256997456,0.9669211195928753
Houston,S,1,262,0.10178850919107879,0.2124052958230785,1.0,0.9872773536895675,0.9872773536895675,1.0,1.0
Houston,S,2,41,0.045941926389534,0.09586846828783625,0.9974554707379135,0.9720101781170484,0.9720101781170484,0.9631043256997456,0.9338422391857506
Houston,S,3,162,0.041381889824296,0.08635289601645925,0.989821882951654,0.9949109414758269,0.9949109414758269,0.7506361323155216,0.9770992366412213
Houston,S,4,174,0.03796602157526,0.07922489589448926,0.9872773536895675,0.9821882951653944,0.9821882951653944,0.9631043256997456,0.9669211195928753
Houston,S,5,385,0.0375887002020168,0.07843752747205131,0.9847328244274809,0.9770992366412213,0.9770992366412213,0.9923664122137404,0.9618320610687023
Houston,S,6,137,0.0367089395907512,0.0766017032284859,0.9949109414758269,0.9694656488549618,0.9694656488549618,0.8854961832061069,0.8918575063613231
Houston,S,7,49,0.0341099161996568,0.07117823906122712,0.9821882951653944,0.9211195928753181,0.9211195928753181,0.8358778625954199,0.5025445292620865
Houston,S,8,118,0.0327844374092488,0.06841232062091163,0.9923664122137404,0.8625954198473282,0.8625954198473282,0.9974554707379135,0.9872773536895675
New York,C,1,1286,0.474548833129976,0.02415310213527979,0.9577319587628866,1.0,1.0,0.8471649484536082,0.9159793814432989
New York,C,2,1695,0.46634237872161693,0.023735418395154938,0.9335051546391753,0.9994845360824742,0.9994845360824742,0.6698453608247422,0.9953608247422681
New York,C,3,1565,0.4656514921126806,0.02370025435372326,0.9948453608247423,0.9989690721649485,0.9989690721649485,0.9958762886597938,0.9958762886597938
New York,C,4,1910,0.4624112941067932,0.023535338062899102,0.8747422680412371,0.9984536082474227,0.9984536082474227,0.4268041237113402,0.979381443298969
New York,C,5,1605,0.459191750211988,0.023371473003939092,0.8814432989690721,0.9979381443298969,0.9979381443298969,0.9007731958762887,0.9927835051546392
New York,C,6,175,0.42747600197356533,0.021757237222456028,0.8561855670103092,0.9974226804123711,0.9974226804123711,0.7644329896907216,0.9824742268041237
New York,C,7,945,0.4140125409830202,0.02107198772715293,0.9371134020618557,0.9969072164948454,0.9969072164948454,0.8899484536082474,0.9922680412371134
New York,C,8,1048,0.4019333060928907,0.02045719115902519,0.9216494845360824,0.9963917525773196,0.9963917525773196,0.5319587628865979,0.9804123711340206
New York,R,1,1286,0.8379617517789577,0.024285716304972567,0.9577319587628866,1.0,1.0,0.8471649484536082,0.9159793814432989
New York,R,2,1695,0.8263406871412315,0.023948915874219715,0.9335051546391753,0.9994845360824742,0.9994845360824742,0.6698453608247422,0.9953608247422681
New York,R,3,1565,0.8253609946854552,0.023920522534074305,0.9948453608247423,0.9989690721649485,0.9989690721649485,0.9958762886597938,0.9958762886597938
New York,R,4,1910,0.8217830071442972,0.0238168256885049,0.8747422680412371,0.9984536082474227,0.9984536082474227,0.4268041237113402,0.979381443298969
New York,R,5,1605,0.8183455022920605,0.023717200296938808,0.8814432989690721,0.9979381443298969,0.9979381443298969,0.9007731958762887,0.9927835051546392
New York,R,6,175,0.7841717707279995,0.02272678092745666,0.8561855670103092,0.9974226804123711,0.9974226804123711,0.7644329896907216,0.9824742268041237
New York,R,7,945,0.7694677025125892,0.02230062922250078,0.9371134020618557,0.9969072164948454,0.9969072164948454,0.8899484536082474,0.9922680412371134
New York,R,8,1048,0.6975701355712164,0.020216901761135043,0.9216494845360824,0.9963917525773196,0.9963917525773196,0.5319587628865979,0.9804123711340206
New York,S,1,1166,0.150558305979224,0.05885747830868468,1.0,0.9752577319587629,0.9788659793814433,1.0,0.9809278350515463
New York,S,2,1565,0.09409552945711301,0.03678459018216149,0.9948453608247423,0.9989690721649485,0.9989690721649485,0.9958762886597938,0.9958762886597938
New York,S,3,1224,0.08372209477810999,0.032729322672109734,0.9963917525773196,0.9953608247422681,0.9953608247422681,0.9979381443298969,0.9631443298969072
New York,S,4,1085,0.075234518337507,0.029411290212877438,0.9984536082474227,0.9747422680412371,0.9747422680412371,0.9845360824742269,0.8948453608247423
New York,S,5,1520,0.073375405947754,0.028684510866885105,0.9953608247422681,0.9685567010309278,0.9685567010309278,0.9969072164948454,0.9567010309278351
New York,S,6,414,0.06886360519009499,0.026920720994915725,0.9938144329896907,0.9324742268041237,0.9324742268041237,0.9829896907216494,0.8247422680412371
New York,S,7,33,0.068372867411599,0.026728877788622835,0.9994845360824742,0.9247422680412372,0.9247422680412372,0.9896907216494846,0.8894329896907216
New York,S,8,1533,0.06808124955216059,0.02661487616164724,0.9896907216494846,0.9768041237113402,0.9778350515463917,0.9917525773195877,0.9440721649484536
Philadelphia,C,1,505,0.305778281558531,0.08125233721736415,1.0,1.0,1.0,0.9922118380062306,0.9719626168224299
Philadelphia,C,2,86,0.2970098434411603,0.07892236110803796,0.9485981308411215,0.9984423676012462,0.9984423676012462,0.9742990654205608,0.955607476635514
Philadelphia,C,3,314,0.2948999814802609,0.07836172215534547,0.9890965732087228,0.9968847352024922,0.9968847352024922,0.9968847352024922,0.9984423676012462
Philadelphia,C,4,101,0.23857663009051802,0.06339530950822786,0.9968847352024922,0.9953271028037384,0.9953271028037384,0.9890965732087228,0.9532710280373832
Philadelphia,C,5,267,0.22227396361346963,0.05906331526918706,0.9252336448598131,0.9937694704049844,0.9937694704049844,0.6627725856697819,0.8964174454828661
Philadelphia,C,6,53,0.2053486658815748,0.05456587355486122,0.6791277258566978,0.9922118380062306,0.9922118380062306,0.8847352024922118,0.9392523364485982
Philadelphia,C,7,413,0.153461567034384,0.04077827545837688,0.4672897196261682,0.9906542056074766,0.9906542056074766,0.8286604361370716,0.9890965732087228
Philadelphia,C,8,350,0.15260850511332602,0.040551597243940564,0.9190031152647975,0.9890965732087228,0.9890965732087228,0.6892523364485982,0.9431464174454829
Philadelphia,R,1,505,0.6655826165780349,0.07563718072610859,1.0,1.0,1.0,0.9922118380062306,0.9719626168224299
Philadelphia,R,2,86,0.5914017162788434,0.06720722173588975,0.9485981308411215,0.9984423676012462,0.9984423676012462,0.9742990654205608,0.955607476635514
Philadelphia,R,3,314,0.5834459320405404,0.06630312196636114,0.9890965732087228,0.9968847352024922,0.9968847352024922,0.9968847352024922,0.9984423676012462
Philadelphia,R,4,101,0.5457635328868065,0.06202087305541746,0.9968847352024922,0.9953271028037384,0.9953271028037384,0.9890965732087228,0.9532710280373832
Philadelphia,R,5,267,0.544789126503602,0.06191014096916492,0.9252336448598131,0.9937694704049844,0.9937694704049844,0.6627725856697819,0.8964174454828661
Philadelphia,R,6,53,0.5420213654491044,0.06159561105526478,0.6791277258566978,0.9922118380062306,0.9922118380062306,0.8847352024922118,0.9392523364485982
Philadelphia,R,7,413,0.4739254276061871,0.05385715060114515,0.4672897196261682,0.9906542056074766,0.9906542056074766,0.8286604361370716,0.9890965732087228
Philadelphia,R,8,350,0.4712909716735074,0.05355776955582949,0.9190031152647975,0.9890965732087228,0.9890965732087228,0.6892523364485982,0.9431464174454829
Philadelphia,S,1,505,0.0559116725956974,0.2296403338824778,1.0,1.0,1.0,0.9922118380062306,0.9719626168224299
Philadelphia,S,2,101,0.0454075259361816,0.186497719218016,0.9968847352024922,0.9953271028037384,0.9953271028037384,0.9890965732087228,0.9532710280373832
Philadelphia,S,3,602,0.0386998932429432,0.15894814075387925,0.9953271028037384,0.9595015576323987,0.9595015576323987,0.985981308411215,0.9236760124610592
Philadelphia,S,4,626,0.0385840868175207,0.15847250078524405,0.9984423676012462,0.7663551401869159,0.7663551401869159,0.956386292834891,0.7235202492211839
Philadelphia,S,5,393,0.0331437164459176,0.13612782013844443,0.9937694704049844,0.6074766355140186,0.6074766355140186,0.9462616822429907,0.5124610591900312
Philadelphia,S,6,450,0.0317280714469873,0.13031348522193845,0.9922118380062306,0.9096573208722741,0.9096573208722741,0.969626168224299,0.8598130841121495
Philadelphia,S,7,0,0.0,0.0,0.7834890965732088,0.8894080996884736,0.8894080996884736,0.9610591900311527,0.8629283489096573
Philadelphia,S,8,485,0.0,0.0,0.8177570093457944,0.9454828660436138,0.9454828660436138,0.6627725856697819,0.7095015576323987
San Antonio,C,1,57,0.2673245705097358,0.1429230534648968,0.9802631578947368,1.0,1.0,0.9868421052631579,0.9736842105263158
San Antonio,C,2,214,0.2262143438677085,0.12094378268889268,0.9967105263157895,0.9967105263157895,0.9967105263157895,0.9901315789473685,0.9243421052631579
San Antonio,C,3,131,0.17842749908343242,0.09539490867780331,0.8651315789473685,0.993421052631579,0.993421052631579,0.6463815789473685,0.9736842105263158
San Antonio,C,4,268,0.1249717953842631,0.06681522225679094,0.8618421052631579,0.9901315789473685,0.9901315789473685,0.8601973684210527,0.743421052631579
San Antonio,C,5,95,0.1246509238979349,0.06664367075103747,0.7138157894736842,0.9868421052631579,0.9868421052631579,0.6825657894736842,0.9243421052631579
San Antonio,C,6,98,0.1234863693789057,0.06602105051276821,0.930921052631579,0.9835526315789473,0.9835526315789473,0.8273026315789473,0.9243421052631579
San Antonio,C,7,170,0.12235618138404959,0.06541680407591358,0.8782894736842105,0.9802631578947368,0.9802631578947368,0.26151315789473684,0.8305921052631579
San Antonio,C,8,51,0.1055061093312024,0.056408040892251286,0.8289473684210527,0.9769736842105263,0.9769736842105263,0.09046052631578948,0.805921052631579
San Antonio,R,1,57,0.5298302005426814,0.15162310191670536,0.9802631578947368,1.0,1.0,0.9868421052631579,0.9736842105263158
San Antonio,R,2,214,0.46684467706265026,0.13359834523785222,0.9967105263157895,0.9967105263157895,0.9967105263157895,0.9901315789473685,0.9243421052631579
San Antonio,R,3,131,0.4591884167588334,0.13140733020103962,0.8651315789473685,0.993421052631579,0.993421052631579,0.6463815789473685,0.9736842105263158
San Antonio,R,4,268,0.2858831920555056,0.08181205284430201,0.8618421052631579,0.9901315789473685,0.9901315789473685,0.8601973684210527,0.743421052631579
San Antonio,R,5,95,0.2851491723155377,0.08160199620780219,0.7138157894736842,0.9868421052631579,0.9868421052631579,0.6825657894736842,0.9243421052631579
San Antonio,R,6,98,0.1883234391399444,0.053893084948297545,0.930921052631579,0.9835526315789473,0.9835526315789473,0.8273026315789473,0.9243421052631579
San Antonio,R,7,170,0.1865998408907076,0.053399837653711826,0.8782894736842105,0.9802631578947368,0.9802631578947368,0.26151315789473684,0.8305921052631579
San Antonio,R,8,51,0.1357615377423561,0.038851287549094095,0.8289473684210527,0.9769736842105263,0.9769736842105263,0.09046052631578948,0.805921052631579
San Antonio,S,1,214,0.053818314488787995,0.27556243603486025,0.9967105263157895,0.9967105263157895,0.9967105263157895,0.9901315789473685,0.9243421052631579
San Antonio,S,2,1,0.045870864906135,0.23486962378195436,1.0,0.9572368421052632,0.9572368421052632,0.9967105263157895,0.9736842105263158
San Antonio,S,3,215,0.0360616833312488,0.18464430558015463,0.993421052631579,0.9506578947368421,0.9506578947368421,0.9325657894736842,0.8881578947368421
San Antonio,S,4,42,0.030117249205936,0.1542074038677978,0.9901315789473685,0.5098684210526315,0.5098684210526315,0.9490131578947368,0.31743421052631576
San Antonio,S,5,219,0.0294354107946969,0.1507162307352329,0.9868421052631579,0.8486842105263158,0.8486842105263158,0.9605263157894737,0.8881578947368421
San Antonio,S,6,28,0.0,0.0,0.7697368421052632,0.35855263157894735,0.35855263157894735,0.6282894736842105,0.06743421052631579
San Antonio,S,7,284,0.0,0.0,0.003289473684210526,0.009868421052631578,0.009868421052631578,0.006578947368421052,0.009868421052631578
San Antonio,S,8,283,0.0,0.0,0.4144736842105263,0.8125,0.8125,0.7779605263157895,0.8585526315789473
